,0
380,8384.1
381,12262.6
382,11076.3
383,6133.9
384,11729.5
385,10211.9
386,12563.8
387,3063.4
388,15377.9
389,4382.8
390,10584.4
391,13699.7
392,21802.2
393,8953.8
394,38453.1
395,21229.0
396,12354.6
397,23594.4
398,40312.3
399,23584.0
400,7244.9
401,13991.6
402,19798.2
403,3908.5
404,8584.2
405,17299.9
406,13703.6
407,14640.3
408,18156.0
409,12390.0
410,17004.6
411,13092.0
412,24131.0
413,25036.4
414,8631.3
415,10778.5
416,12912.2
417,16112.8
418,21608.2
419,19503.0
420,1394.1
421,2057.4
422,9414.9
423,17887.3
424,14905.9
425,11577.4
426,10144.3
427,7263.2
428,3873.5
429,9087.1
430,6710.7
431,18151.0
432,19004.4
433,6864.6
434,15951.6
435,11950.2
436,9017.6
437,2981.3
438,13280.4
439,19880.5
440,17232.0
441,22353.2
442,13409.8
443,8833.8
444,15664.2
445,7078.1
446,9906.6
447,18879.0
448,18977.9
449,9069.7
450,8776.6
451,12059.4
452,9176.4
453,10142.8
454,13025.1
455,3989.3
456,24985.1
457,15715.0
458,10218.8
459,6526.8
460,7109.8
461,11394.0
462,1682.4
463,14689.3
464,16960.4
465,4257.7
466,13970.4
467,5488.9
468,2306.9
469,6341.1
470,19935.7
471,16221.8
472,18656.2
473,10574.8
474,6678.5
475,11081.6
476,25805.5
477,9416.1
478,17918.7
479,20937.1
480,2164.7
481,24060.4
482,7586.1
483,5686.7
484,13606.8
485,19752.6
486,22671.2
487,17669.7
488,6246.7
489,17518.4
490,14966.8
491,9376.3
492,6360.2
493,5209.8
494,3599.3
495,14271.7
496,23894.9
497,23079.2
498,8861.8
499,10070.6
500,17851.2
501,16576.3
502,11781.7
503,7252.5
504,9096.9
505,8595.1
506,7029.1
507,7616.1
508,20407.6
509,15191.3
510,5708.4
511,12662.2
512,24372.3
513,7600.8
514,15089.3
515,21383.2
516,10544.1
517,16724.0
518,9895.5
519,8571.0
520,4251.8
521,15626.2
522,10979.5
523,18130.8
524,10783.9
525,21275.8
526,10812.5
527,16510.9
528,8710.1
529,15890.2
530,17576.6
531,11248.8
532,12617.0
533,21889.6
534,27354.3
535,18228.4
536,30284.7
537,7913.5
538,12970.5
539,18337.4
540,10436.8
541,12263.1
542,5840.8
543,13366.2
544,5540.4
545,12631.7
546,13008.1
547,11329.2
548,15304.6
549,14167.7
550,13373.1
551,20808.4
552,7501.1
553,14039.5
554,13059.8
555,1845.7
556,8817.7
557,7557.7
558,9714.4
559,6198.2
560,11237.6
561,9190.8
562,15713.5
563,4048.6
564,7871.4
565,12857.1
566,9190.8
567,10595.5
568,9216.2
569,7871.0
570,14920.4
571,16334.6
572,14681.1
573,10730.0
574,10667.1
575,8123.2
576,22555.5
577,20602.0
578,25538.9
579,18203.7
580,17756.3
581,20993.9
582,9209.9
583,22540.8
584,21288.6
585,11575.7
586,14001.9
587,14669.7
588,10026.4
589,3513.4
590,17221.7
591,17660.7
592,20453.6
593,8678.6
594,11739.4
595,16133.4
596,17325.3
597,4069.6
598,7249.1
599,16513.9
600,16980.1
601,15356.6
602,12883.2
603,8299.8
604,3976.4
605,6196.1
606,9692.3
607,15958.8
608,16052.2
609,12944.3
610,26922.4
611,18287.2
612,11133.0
613,17310.2
614,14382.7
615,15291.1
616,17977.8
617,20491.5
618,8214.3
619,9452.8
620,15055.5
621,7464.0
622,7339.6
623,5390.3
624,11356.8
625,12049.7
626,11922.9
627,17653.3
628,1667.0
629,4030.3
630,12411.1
631,3716.4
632,9189.6
633,19042.7
634,10442.8
635,1377.0
636,8925.3
637,8225.5
638,10983.4
639,13027.0
640,7467.9
641,17751.6
642,5911.4
643,22214.2
644,6955.1
645,10923.3
646,15216.8
647,11300.5
648,19277.4
649,21170.4
650,19882.1
651,17746.8
652,21232.6
653,15226.1
654,18922.2
655,17068.9
656,9453.4
657,9697.4
658,11092.1
659,11027.6
660,22958.3
661,30890.2
662,28265.7
663,25475.5
664,28073.6
665,31938.8
666,24158.9
667,11059.8
668,15700.0
669,46195.6
670,7601.8
671,4681.1
672,12318.1
673,5901.1
674,13945.5
675,7762.1
676,10142.1
677,9627.1
678,4993.9
679,14346.0
680,8992.4
681,5066.5
682,7258.7
683,12682.3
684,12812.5
685,7351.0
686,20843.3
687,12015.5
688,18362.0
689,11899.1
690,7537.6
691,17333.9
692,8004.7
693,6022.0
694,20910.0
695,10857.0
696,2586.7
697,3609.7
698,11038.6
699,15197.8
700,25510.8
701,8683.3
702,15993.8
703,22185.1
704,8683.3
705,15475.3
706,26754.3
707,26316.1
708,24000.4
709,14283.0
710,16103.6
711,14662.1
712,4082.5
713,8804.0
714,3114.3
715,11832.5
716,12291.8
717,16405.9
718,14228.0
719,11556.5
720,23173.0
721,37081.6
722,19234.9
723,12406.2
724,16849.7
725,7331.6
726,10443.9
727,22042.5
728,13630.3
729,17648.1
730,11635.8
731,18461.4
732,5186.7
733,13800.6
734,17852.4
735,13507.7
736,11972.6
737,10054.9
738,10562.6
739,19165.7
740,29010.8
741,27874.7
742,12916.0
743,13977.6
744,9434.3
745,19168.0
746,17091.1
747,9492.3
748,4585.6
749,20920.1
750,18207.3
751,9691.3
752,8744.5
753,18843.8
754,17353.1
755,16337.0
756,8327.4
757,5878.8
758,18222.3
759,35102.2
760,5374.4
761,24735.2
762,24101.5
763,14072.0
764,6158.5
765,17008.1
766,23499.0
767,7240.8
768,6206.1
769,4428.4
770,10260.7
771,15114.8
772,13063.5
773,7091.5
774,8093.5
775,11395.4
776,13433.6
777,13026.2
778,1660.0
779,2349.8
780,13559.5
781,4398.2
782,8897.7
783,8912.3
784,8897.7
785,24316.2
786,15873.0
787,3401.2
788,7740.7
789,10461.2
790,25207.5
791,12609.3
792,22471.8
793,9284.7
794,14389.6
795,15984.6
796,7304.8
797,7687.8
798,15341.9
799,19046.9
800,17509.2
801,17866.7
802,13196.0
803,14420.3
804,11003.1
805,33844.0
806,9532.1
807,18076.0
808,22876.9
809,20412.4
810,11999.6
811,3090.4
812,10336.7
813,16417.8
814,12565.4
815,10302.0
816,22737.7
817,19463.4
818,16712.8
819,17857.3
820,4815.0
821,19215.4
822,21822.3
823,24054.9
824,12429.2
825,12505.7
826,15059.5
827,15563.6
828,12735.9
829,16008.2
830,15941.1
831,10611.2
832,20409.6
833,17879.2
834,12948.4
835,16121.7
836,6850.3
837,27551.5
838,16292.7
839,4135.8
840,10482.7
841,3572.6
842,6565.6
843,7859.5
844,12549.8
845,15928.7
846,12688.5
847,14247.1
848,12357.0
849,10638.1
850,12933.9
851,8832.4
852,21842.9
853,5143.5
854,19172.4
855,26625.6
856,18739.5
857,13470.6
858,10497.5
859,26625.6
860,18480.8
861,22981.7
862,13679.0
863,20305.6
864,16798.9
865,14492.8
866,7718.7
867,12625.0
868,4714.6
869,7320.9
870,13940.3
871,25328.5
872,14263.0
873,12657.5
874,9774.8
875,8867.0
876,12592.6
877,10252.9
878,14814.5
879,14073.4
880,5696.8
881,7032.8
882,4068.4
883,13221.0
884,17813.7
885,1810.0
886,9858.1
887,7117.2
888,6789.2
889,13316.6
890,26991.5
891,11659.8
892,22072.1
893,30608.5
894,29507.3
895,18107.2
896,14573.4
897,18238.0
898,35625.7
899,27451.3
900,8534.1
901,41877.5
902,20037.1
903,13645.7
904,5184.4
905,6108.8
906,33965.7
907,23109.1
908,37777.8
909,6769.9
910,13877.3
911,7970.7
912,11879.1
913,10977.2
914,12040.7
915,22413.7
916,9971.7
917,12932.1
918,11561.2
919,13797.1
920,16414.6
921,16166.3
922,15479.0
923,12470.1
924,14686.9
925,14798.4
926,16836.6
927,9789.7
928,14501.6
929,15761.4
930,12786.4
931,16598.9
932,14419.1
933,18009.7
934,13903.7
935,4330.5
936,4097.3
937,18009.7
938,21580.5
939,16736.8
940,7346.0
941,16080.5
942,6953.6
943,12315.7
944,16629.9
945,12472.5
946,20494.0
947,9222.7
948,11997.1
949,16417.9
950,16478.7
951,10326.6
952,18890.0
953,12887.7
954,13514.1
955,7952.2
956,16765.1
957,12439.6
958,21264.8
959,29629.0
960,7538.5
961,16057.2
962,4554.3
963,14208.7
964,10142.8
965,3805.7
966,8870.1
967,10593.6
968,14107.4
969,5741.7
970,15479.7
971,9547.0
972,16564.3
973,3646.7
974,16318.4
975,15979.1
976,7087.8
977,8281.9
978,12761.3
979,8657.4
980,4723.5
981,9028.6
982,9495.1
983,12430.3
984,6289.6
985,7876.5
986,7603.9
987,11586.2
988,12811.1
989,14741.5
990,11437.1
991,10302.8
992,11368.4
993,10416.3
994,20552.4
995,5832.1
996,7392.6
997,12209.5
998,11125.6
999,1806.5
1000,21485.9
1001,2559.4
1002,15521.1
1003,16810.3
1004,22747.1
1005,19396.2
1006,6286.1
1007,8651.6
1008,3512.2
1009,7819.3
1010,4665.6
1011,12541.1
1012,10350.0
1013,18079.6
1014,5884.0
1015,15190.7
1016,11338.8
1017,10044.5
1018,13160.2
1019,11345.8
1020,10135.8
1021,12204.3
1022,10135.8
1023,15699.9
1024,11180.4
1025,8561.9
1026,9140.8
1027,13418.0
1028,8275.4
1029,16741.2
1030,11868.1
1031,8389.1
1032,4945.0
1033,13915.0
1034,17352.3
1035,12959.5
1036,29353.3
1037,19503.6
1038,7339.9
1039,13493.1
1040,20660.6
1041,13765.2
1042,22115.7
1043,6910.4
1044,12697.8
1045,13291.9
1046,14381.0
1047,6767.6
1048,18759.3
1049,11394.9
1050,7272.3
1051,18344.0
1052,6648.1
1053,5861.0
1054,22228.0
1055,7286.0
1056,2497.0
1057,5844.2
1058,11649.4
1059,7172.7
1060,10197.1
1061,11175.6
1062,5948.8
1063,6754.8
1064,14079.5
1065,21040.9
1066,16467.6
1067,14349.5
1068,16291.1
1069,23638.7
1070,18678.3
1071,15536.4
1072,6840.8
1073,13119.2
1074,12201.3
1075,11468.7
1076,6078.5
1077,10120.2
1078,19196.8
1079,5065.5
1080,18423.9
1081,22496.4
1082,21157.2
1083,20881.1
1084,13655.9
1085,14794.6
1086,9829.7
1087,13994.9
1088,9483.8
1089,22029.9
1090,10447.3
1091,8906.7
1092,11127.0
1093,3252.2
1094,18244.5
1095,13513.3
1096,13372.4
1097,11588.8
1098,11693.7
1099,17217.7
1100,10211.6
1101,20953.3
1102,6957.0
1103,17377.6
1104,14172.2
1105,27244.2
1106,6156.0
1107,8264.1
1108,24881.2
1109,25738.5
1110,15839.5
1111,18511.2
1112,14159.4
1113,4944.8
1114,12613.7
1115,12512.7
1116,20209.9
1117,15616.1
1118,16996.9
1119,9052.0
1120,23802.1
1121,11325.6
1122,27065.7
1123,10567.3
1124,14311.0
1125,3639.3
1126,15097.0
1127,14581.8
1128,12025.2
1129,18789.7
1130,11278.1
1131,19475.6
1132,20492.4
1133,22809.4
1134,17403.0
1135,4567.2
1136,11409.9
1137,10717.5
1138,2671.0
1139,6666.6
1140,15684.7
1141,12002.2
1142,26477.0
1143,13853.1
1144,13624.6
1145,8390.1
1146,17808.4
1147,29346.5
1148,9484.9
1149,17839.1
1150,23302.1
1151,3003.2
1152,6153.6
1153,10713.0
1154,12040.9
1155,18793.0
1156,4399.3
1157,26624.9
1158,7325.4
1159,23253.6
1160,9424.9
1161,18187.0
1162,17490.5
1163,16561.4
1164,19944.4
1165,22507.1
1166,3676.7
1167,9389.1
1168,18699.7
1169,13494.5
1170,11832.3
1171,15207.7
1172,10906.1
1173,18998.6
1174,5640.0
1175,8457.0
1176,5984.3
1177,7881.2
1178,6484.2
1179,11237.1
1180,17002.8
1181,17796.0
1182,26243.4
1183,13201.8
1184,7781.4
1185,13571.9
1186,33874.1
1187,24928.2
1188,4037.9
1189,20243.9
1190,4379.5
1191,25216.5
1192,20466.8
1193,16641.7
1194,5874.4
1195,25216.5
1196,14232.4
1197,25066.5
1198,25565.4
1199,23932.8
1200,9762.2
1201,10216.7
1202,6283.6
1203,17692.4
1204,13363.9
1205,8209.1
1206,7319.7
1207,12762.3
1208,8150.6
1209,18552.9
1210,11286.7
1211,29569.1
1212,22382.4
1213,13317.2
1214,17952.7
1215,9984.6
1216,20525.0
1217,13819.6
1218,14440.6
1219,21898.2
1220,12430.5
1221,14983.4
1222,8706.9
1223,27403.1
1224,23576.6
1225,19903.4
1226,18542.1
1227,19794.0
1228,22140.8
1229,32747.2
1230,15645.1
1231,28100.9
1232,10163.2
1233,13506.1
1234,15527.0
1235,15681.8
1236,8760.9
1237,5240.8
1238,23600.7
1239,12435.5
1240,13848.5
1241,8590.3
1242,24781.0
1243,6473.8
1244,6740.3
1245,25765.4
1246,14894.8
1247,16377.8
1248,8827.6
1249,24781.0
1250,2896.7
1251,4501.8
1252,7628.1
1253,10164.8
1254,9682.8
1255,16217.6
1256,11878.4
1257,1329.0
1258,15146.7
1259,2615.5
1260,16824.9
1261,23027.5
1262,18003.1
1263,18506.5
1264,17318.8
1265,38551.3
1266,10194.7
1267,18214.9
1268,21194.3
1269,5342.6
1270,4754.8
1271,6907.3
1272,8639.5
1273,2119.6
1274,13019.4
1275,2603.3
1276,9443.9
1277,8433.2
1278,4007.8
1279,4777.3
1280,18421.5
1281,30791.7
1282,14363.4
1283,11983.7
1284,17036.6
1285,25304.7
1286,19537.0
1287,17145.1
1288,17624.3
1289,19977.3
1290,11088.1
1291,9806.0
1292,29003.4
1293,5942.2
1294,17034.4
1295,30031.9
1296,7809.8
1297,18612.3
1298,15932.1
1299,18449.2
1300,5333.9
1301,13521.9
1302,5327.8
1303,6762.3
1304,6858.8
1305,23349.2
1306,9542.6
1307,16776.5
1308,6889.1
1309,6762.3
1310,3334.9
1311,13686.3
1312,13164.2
1313,11412.7
1314,7394.9
1315,3047.8
1316,12298.6
1317,2241.4
1318,7957.2
1319,11420.7
1320,23503.0
1321,6078.1
1322,6489.1
1323,15761.3
1324,9202.8
1325,16377.1
1326,13689.4
1327,14671.9
1328,11727.7
1329,9662.4
1330,12863.2
1331,4164.8
1332,3858.0
1333,11452.5
1334,31643.7
1335,6964.4
1336,31643.7
1337,6583.2
1338,7330.9
1339,13625.9
1340,2635.0
1341,7900.6
1342,13160.5
1343,8360.6
1344,14240.1
1345,14779.1
1346,22639.5
1347,12113.6
1348,14585.8
1349,6784.3
1350,12589.8
1351,5534.2
1352,11718.1
1353,14991.2
1354,17905.3
1355,14862.6
1356,11945.5
1357,24761.2
1358,25839.5
1359,18115.6
1360,5185.7
1361,2670.9
1362,13154.6
1363,12389.7
1364,16621.2
1365,9049.9
1366,12049.8
1367,13737.2
1368,16566.4
1369,10139.5
1370,6404.0
1371,11449.2
1372,14589.8
1373,18557.1
1374,14946.5
1375,8102.9
1376,7057.5
1377,6404.0
1378,11891.7
1379,15964.9
1380,14876.2
1381,7446.3
1382,11106.2
1383,7028.1
1384,20035.9
1385,8236.6
1386,14886.1
1387,7207.0
1388,17530.5
1389,15758.0
1390,8059.5
1391,5609.0
1392,15624.0
1393,12620.8
1394,7790.2
1395,2426.4
1396,9145.3
1397,16434.0
1398,11058.6
1399,12152.4
1400,14649.8
1401,19152.8
1402,5786.6
1403,10568.4
1404,19160.2
1405,9891.7
1406,4641.1
1407,20182.8
1408,14341.1
1409,8557.3
1410,22789.7
1411,11484.9
1412,18171.1
1413,1411.0
1414,1819.8
1415,23441.2
1416,5152.6
1417,10969.1
1418,13303.9
1419,22731.6
1420,9822.0
1421,5357.8
1422,14071.5
1423,23981.4
1424,13916.1
1425,12677.4
1426,10536.5
1427,4084.9
1428,2661.9
1429,31143.0
1430,3620.3
1431,10814.7
1432,12523.0
1433,16353.0
1434,7592.2
1435,10074.4
1436,5368.2
1437,48355.7
1438,11260.7
1439,13731.7
1440,17387.4
1441,15236.2
1442,13965.7
1443,10557.5
1444,18177.2
1445,17334.0
1446,31839.5
1447,16694.7
1448,7603.1
1449,17047.9
1450,16998.8
1451,9603.5
1452,12900.7
1453,8305.8
1454,9603.5
1455,29259.0
1456,6864.8
1457,16658.2
1458,9906.6
1459,28252.8
1460,13257.6
1461,14347.5
1462,5699.6
1463,6654.6
1464,15134.6
1465,3599.2
1466,5891.3
1467,12783.6
1468,28005.6
1469,7797.4
1470,5187.0
1471,11455.0
1472,7375.1
1473,9962.0
1474,6277.2
1475,9267.1
1476,9267.1
1477,14026.3
1478,10021.7
1479,10779.6
1480,17887.1
1481,3511.0
1482,11121.9
1483,15414.6
1484,8918.9
1485,17127.2
1486,11571.4
1487,6670.2
1488,11185.2
1489,10855.8
1490,13902.6
1491,26798.6
1492,25176.6
1493,17141.4
1494,8358.8
1495,21658.8
1496,14283.8
1497,17997.5
1498,6838.2
1499,28197.1
1500,4022.9
1501,8166.7
1502,10105.7
1503,6665.5
1504,9777.6
1505,9940.6
1506,12565.9
1507,19909.8
1508,15978.6
1509,8603.1
1510,7945.6
1511,15429.3
1512,7444.8
1513,32796.1
1514,18358.1
1515,7158.8
1516,15057.0
1517,11269.8
1518,13179.5
1519,14622.3
1520,24714.0
1521,14286.0
1522,9385.2
1523,5193.4
1524,13781.7
1525,18156.4
1526,14021.9
1527,9934.9
1528,15860.8
1529,16786.1
1530,25551.5
1531,11371.9
1532,10512.2
1533,23306.4
1534,32351.9
1535,11092.7
1536,11371.9
1537,26546.3
1538,10325.2
1539,7280.6
1540,11688.9
1541,22434.9
1542,15793.5
1543,21457.4
1544,19580.1
1545,17762.5
1546,17698.8
1547,14357.5
1548,2202.8
1549,20551.2
1550,12551.7
1551,6910.3
1552,14573.5
1553,5009.1
1554,22646.4
1555,26300.2
1556,21416.2
1557,13082.3
1558,4266.0
1559,15742.1
1560,16141.3
1561,20871.7
1562,14167.4
1563,17739.9
1564,22136.3
1565,22699.6
1566,29744.8
1567,4860.4
1568,27343.5
1569,10869.8
1570,21407.2
1571,19079.5
1572,10601.8
1573,11404.8
1574,13868.2
1575,23151.6
1576,20326.1
1577,17540.0
1578,16520.2
1579,6051.4
1580,10228.6
1581,7678.2
1582,12663.0
1583,6877.9
1584,2067.7
1585,4799.5
1586,22513.8
1587,10209.7
1588,27602.1
1589,16394.6
1590,16873.8
1591,7263.9
1592,17738.5
1593,8237.4
1594,11878.0
1595,8036.7
1596,12492.4
1597,12159.5
1598,12351.3
1599,26666.5
1600,21778.8
1601,15791.3
1602,3596.3
1603,10180.0
1604,1765.2
1605,16960.3
1606,10529.4
1607,16960.3
1608,7941.5
1609,28510.8
1610,6227.1
1611,14624.9
1612,13312.2
1613,6657.1
1614,7990.7
1615,14349.5
1616,23464.4
1617,9580.4
1618,6511.7
1619,5436.5
1620,51242.7
1621,9920.9
1622,7304.0
1623,15810.7
1624,10114.9
1625,16041.1
1626,14834.3
1627,19611.6
1628,12449.2
1629,14501.1
1630,10251.1
1631,17310.6
1632,3957.3
1633,14210.4
1634,14789.7
1635,3877.3
1636,14778.2
1637,18357.8
1638,19774.1
1639,10130.1
1640,24092.6
1641,17053.6
1642,17658.2
1643,15052.4
1644,11632.5
1645,21480.7
1646,22525.0
1647,13906.6
1648,25921.8
1649,12242.7
1650,17780.7
1651,6769.8
1652,22197.4
1653,26539.4
1654,15120.2
1655,12739.4
1656,28070.5
1657,18070.3
1658,14271.8
1659,5217.1
1660,8288.2
1661,12809.7
1662,25580.1
1663,20000.6
1664,14098.4
1665,14866.5
1666,18154.9
1667,17300.0
1668,25790.9
1669,8542.4
1670,24999.2
1671,26580.5
1672,12470.4
1673,5361.6
1674,14368.6
1675,19217.6
1676,13765.1
1677,20314.2
1678,27685.1
1679,7441.9
1680,11940.9
1681,4429.5
1682,7356.4
1683,16155.9
1684,16648.4
1685,3383.1
1686,13943.3
1687,17345.2
1688,12900.7
1689,16927.9
1690,22761.1
1691,6702.6
1692,15718.9
1693,6413.4
1694,20841.6
1695,15570.8
1696,14606.7
1697,23260.0
1698,9704.7
1699,21145.5
1700,12611.0
1701,9893.6
1702,22882.2
1703,12748.6
1704,18723.6
1705,11237.4
1706,18488.2
1707,9882.2
1708,14101.6
1709,9168.6
1710,11128.7
1711,23881.6
1712,23290.4
1713,6114.7
1714,7149.9
1715,7566.2
1716,11050.4
1717,5511.2
1718,19413.4
1719,18854.6
1720,12385.8
1721,18015.6
1722,19900.4
1723,20255.5
1724,20578.1
1725,16839.2
1726,18361.8
1727,15479.8
1728,9361.4
1729,23951.3
1730,4864.5
1731,21810.3
1732,13618.2
1733,6646.1
1734,18071.6
1735,12511.2
1736,10929.1
1737,7857.8
1738,9466.9
1739,8156.9
1740,8397.8
1741,11418.8
1742,5990.0
1743,20177.6
1744,14219.0
1745,17085.6
1746,5522.4
1747,8167.5
1748,15561.6
1749,9550.6
1750,11034.7
1751,14797.0
1752,12960.2
1753,19393.0
1754,14356.9
1755,7024.3
1756,18372.8
1757,30415.0
1758,4940.6
1759,12094.2
1760,27191.6
1761,15246.8
1762,23708.7
1763,12172.3
1764,7668.2
1765,3444.0
1766,22950.6
1767,5559.7
1768,11884.0
1769,9741.9
1770,15623.9
1771,20250.9
1772,2362.4
1773,8615.6
1774,13718.4
1775,6705.0
1776,22284.5
1777,25138.8
1778,8898.5
1779,10567.0
1780,19469.1
1781,21334.9
1782,5500.2
1783,8189.6
1784,12531.1
1785,20873.1
1786,18275.3
1787,8388.3
1788,35235.1
1789,10524.4
1790,2641.3
1791,13854.7
1792,14327.2
1793,26419.6
1794,18541.6
1795,27100.4
1796,17448.8
1797,10798.8
1798,9724.0
1799,13649.5
1800,12468.5
1801,4549.8
1802,23241.9
1803,15666.9
1804,23241.9
1805,7914.9
1806,21115.7
1807,4359.4
1808,14696.6
1809,14892.8
1810,5260.6
1811,6699.0
1812,7446.6
1813,6430.4
1814,12646.7
1815,13637.7
1816,19990.8
1817,14079.7
1818,29307.7
1819,4490.2
1820,14742.7
1821,7620.0
1822,1522.0
1823,11269.1
1824,17467.7
1825,32148.9
1826,4646.4
1827,20481.6
1828,12351.8
1829,14438.4
1830,32810.2
1831,21247.5
1832,20478.3
1833,18378.5
1834,2887.2
1835,12805.7
1836,5224.4
1837,17139.3
1838,24901.8
1839,17231.7
1840,12974.3
1841,4176.2
1842,14994.1
1843,14258.9
1844,20202.7
1845,11147.8
1846,15021.6
1847,8611.2
1848,20281.4
1849,20596.0
1850,22754.6
1851,20286.1
1852,18883.9
1853,6526.7
1854,8198.6
1855,25189.4
1856,13645.0
1857,12945.9
1858,6116.9
1859,6057.8
1860,12332.7
1861,15222.6
1862,21580.5
1863,3988.1
1864,22712.6
1865,6674.9
1866,18073.5
1867,10333.6
1868,16615.7
1869,11329.5
1870,7931.9
1871,18125.4
1872,7888.1
1873,8132.8
