,0
574,11402
575,7750
576,21587
577,19375
578,22862
579,18703
580,16382
581,20865
582,8691
583,22446
584,20901
585,11069
586,13640
587,13634
588,9846
589,2988
590,17121
591,17893
592,19873
593,8768
594,10596
595,16423
596,12920
597,4079
598,7611
599,16570
600,16919
601,15481
602,12206
603,7671
604,4131
605,6175
606,9115
607,15220
608,16137
609,12164
610,25924
611,17769
612,11913
613,17489
614,14158
615,15404
616,18033
617,20445
618,8194
619,10083
620,11581
621,7547
622,7547
623,4681
624,10977
625,10014
626,11875
627,19708
628,1694
629,4245
630,11747
631,3711
632,9410
633,19054
634,9623
635,1369
636,8993
637,7875
638,11128
639,13895
640,7978
641,18465
642,6419
643,22039
644,6495
645,9038
646,14169
647,10680
648,18297
649,20933
650,19192
651,16608
652,21214
653,15407
654,18260
655,17057
656,9427
657,9078
658,10415
659,11617
660,21997
661,29861
662,27855
663,25713
664,28300
665,31598
666,23958
667,11591
668,15715
669,47049
670,7357
671,4656
672,11908
673,5780
674,14710
675,7425
676,10416
677,9107
678,5342
679,14306
680,8274
681,4979
682,7307
683,12494
684,13772
685,7179
686,20516
687,12150
688,18297
689,11909
690,7792
691,16892
692,7002
693,5314
694,21141
695,10827
696,2565
697,3312
698,10056
699,15251
700,25506
701,8681
702,16319
703,22193
704,8681
705,15321
706,26071
707,26321
708,23258
709,14129
710,14019
711,14616
712,3987
713,9056
714,3042
715,10947
716,12628
717,16773
718,13905
719,11134
720,23326
721,37088
722,19369
723,12338
724,16861
725,7426
726,10449
727,22669
728,13402
729,17574
730,11669
731,18504
732,5167
733,13950
734,18637
735,12753
736,12215
737,9393
738,10836
739,18888
740,20368
741,28939
742,11123
743,14693
744,9469
745,19177
746,13478
747,9428
748,4498
749,20935
750,18235
751,8103
752,8722
753,18937
754,16659
755,15076
756,9627
757,5971
758,18325
759,30610
760,5400
761,19083
762,24371
763,15607
764,6225
765,18418
766,22473
767,7125
768,6233
769,4519
770,8375
771,17871
772,12470
773,7272
774,8296
775,11409
776,11212
777,15813
778,1659
779,2010
780,13190
781,4854
782,8440
783,8955
784,8440
785,21256
786,15873
787,3739
788,8422
789,10583
790,24744
791,11954
792,22102
793,9432
794,14129
795,15328
796,8367
797,7676
798,14672
799,18761
800,17813
801,18609
802,12444
803,13558
804,10893
805,33867
806,9381
807,17381
808,23064
809,22788
810,11098
811,3107
812,9449
813,17188
814,12639
815,11003
816,22863
817,19887
818,17563
819,18136
820,3860
821,18812
822,22210
823,23297
824,10646
825,10525
826,14843
827,14976
828,11160
829,10871
830,15730
831,8830
832,20332
833,17596
834,12894
835,15969
836,6026
837,26232
838,11261
839,4301
840,9348
841,3573
842,5654
843,7316
844,11581
845,15777
846,9577
847,14098
848,11204
849,9836
850,12869
851,7803
852,22308
853,5120
854,20615
855,29215
856,18812
857,15431
858,10773
859,29215
860,18800
861,21893
862,14336
863,18944
864,16629
865,13672
866,7675
867,14424
868,4718
869,7283
870,13842
871,25168
872,14502
873,12634
874,9692
875,9060
876,12648
877,10952
878,15511
879,14816
880,6081
881,6368
882,4075
883,13458
884,18521
885,1993
886,9332
887,6446
888,6710
889,13176
890,26787
891,10918
892,22258
893,30757
894,28366
895,19332
896,14183
897,18597
898,33153
899,28079
900,8555
901,41523
902,20521
903,13639
904,5192
905,6363
906,33661
907,22836
908,35317
909,6780
910,13853
911,7831
912,11583
913,10971
914,11774
915,21929
916,9729
917,12688
918,11886
919,13737
920,18989
921,17633
922,18070
923,12427
924,17124
925,16245
926,15923
927,9430
928,14173
929,15707
930,12162
931,15936
932,14393
933,17303
934,12460
935,4328
936,4204
937,17303
938,20586
939,16753
940,7306
941,16433
942,7247
943,12789
944,16889
945,13362
946,21073
947,9172
948,12448
949,16877
950,16910
951,9607
952,17420
953,12936
954,12880
955,8411
956,17653
957,12798
958,20531
959,30718
960,7611
961,16299
962,4545
963,14363
964,10155
965,3911
966,8903
967,10662
968,13987
969,5835
970,14643
971,10811
972,16737
973,3735
974,16330
975,15987
976,7405
977,8636
978,12722
979,8776
980,4110
981,9161
982,10481
983,11760
984,6550
985,8121
986,8270
987,11395
988,12163
989,13257
990,11416
991,10252
992,12083
993,10467
994,20687
995,5847
996,7278
997,12195
998,11088
999,1809
1000,22398
1001,2609
1002,16913
1003,16185
1004,21345
1005,19343
1006,7452
1007,9004
1008,3844
1009,8049
1010,4285
1011,12045
1012,9856
1013,17510
1014,5358
1015,13124
1016,10627
1017,9694
1018,12676
1019,11104
1020,8795
1021,9655
1022,8795
1023,14360
1024,11734
1025,8703
1026,7671
1027,14246
1028,8512
1029,16138
1030,11539
1031,6966
1032,4944
1033,13933
1034,16847
1035,14148
1036,20781
1037,20694
1038,7362
1039,9973
1040,20441
1041,13807
1042,20026
1043,6925
1044,12770
1045,13913
1046,14357
1047,6612
1048,17473
1049,10445
1050,7268
1051,17930
1052,6502
1053,5849
1054,22274
1055,7058
1056,2680
1057,5842
1058,11861
1059,7157
1060,9666
1061,10605
1062,5727
1063,6762
1064,14142
1065,21032
1066,16784
1067,14134
1068,20226
1069,28083
1070,17612
1071,17449
1072,6785
1073,12486
1074,12282
1075,10239
1076,5886
1077,10088
1078,19863
1079,5236
1080,17127
1081,21137
1082,19324
1083,21066
1084,13068
1085,12703
1086,9951
1087,13603
1088,9514
1089,25121
1090,10293
1091,8995
1092,11691
1093,3243
1094,18431
1095,13743
1096,12071
1097,11445
1098,10795
1099,17610
1100,8048
1101,20910
1102,6112
1103,12992
1104,14018
1105,21433
1106,6008
1107,7155
1108,20544
1109,19743
1110,15870
1111,19837
1112,14516
1113,4920
1114,13998
1115,12712
1116,19021
1117,15879
1118,16393
1119,8959
1120,23900
1121,11579
1122,21702
1123,10526
1124,15347
1125,3485
1126,13378
1127,14820
1128,11534
1129,19096
1130,12117
1131,18973
1132,20020
1133,18306
1134,18653
1135,4739
1136,12090
1137,10005
1138,2410
1139,6974
1140,15249
1141,14276
1142,19933
1143,14260
1144,14623
1145,8374
1146,18712
1147,29013
1148,9466
1149,19513
1150,23829
1151,4876
1152,6121
1153,12639
1154,13750
1155,19111
1156,4439
1157,20593
1158,7337
1159,20928
1160,9375
1161,17528
1162,14752
1163,16531
1164,20982
1165,22788
1166,3671
1167,10417
1168,19223
1169,13070
1170,9990
1171,16502
1172,11408
1173,19085
1174,5800
1175,8974
1176,5260
1177,8045
1178,6300
1179,11720
1180,17190
1181,18370
1182,26431
1183,11026
1184,8012
1185,11297
1186,26440
1187,23161
1188,3984
1189,20885
1190,4362
1191,25810
1192,19963
1193,16422
1194,5143
1195,25810
1196,12557
1197,25068
1198,26697
1199,23824
1200,10656
1201,9245
1202,6312
1203,18548
1204,14158
1205,7489
1206,7365
1207,13661
1208,8203
1209,19199
1210,10812
1211,29558
1212,20287
1213,13327
1214,18181
1215,8902
1216,17951
1217,13830
1218,14405
1219,22205
1220,12649
1221,12956
1222,9050
1223,27483
1224,22350
1225,21866
1226,18734
1227,19831
1228,22216
1229,32755
1230,15625
1231,28090
1232,10551
1233,13514
1234,13804
1235,14036
1236,8481
1237,5018
1238,23583
1239,11495
1240,14082
1241,8748
1242,24225
1243,6461
1244,6275
1245,25683
1246,15164
1247,16698
1248,9039
1249,24225
1250,2768
1251,4544
1252,7743
1253,9207
1254,9333
1255,11614
1256,11712
1257,1311
1258,15268
1259,2716
1260,16762
1261,22929
1262,17581
1263,17256
1264,14362
1265,49705
1266,10091
1267,18319
1268,20906
1269,5886
1270,4763
1271,6912
1272,8649
1273,2136
1274,10847
1275,2600
1276,8824
1277,8820
1278,4047
1279,3916
1280,18406
1281,30792
1282,14542
1283,11992
1284,17323
1285,25127
1286,19878
1287,17157
1288,18349
1289,18868
1290,10424
1291,9638
1292,29304
1293,6085
1294,16303
1295,26906
1296,8008
1297,16113
1298,16115
1299,18700
1300,5198
1301,13738
1302,5326
1303,6754
1304,6638
1305,23564
1306,9204
1307,16757
1308,6614
1309,6754
1310,3354
1311,13620
1312,12966
1313,12015
1314,7445
1315,3052
1316,12751
1317,2754
1318,8236
1319,11414
1320,25958
1321,5883
1322,6501
1323,13435
1324,9224
1325,18553
1326,15863
1327,16959
1328,12359
1329,10044
1330,12274
1331,3814
1332,3885
1333,8474
1334,32575
1335,7004
1336,32575
1337,6334
1338,6291
1339,12924
1340,2735
1341,8643
1342,13319
1343,8736
1344,16155
1345,14283
1346,23642
1347,11871
1348,16053
1349,7205
1350,12604
1351,5580
1352,12381
1353,15600
1354,22090
1355,14846
1356,20190
1357,24457
1358,32779
1359,18416
1360,5017
1361,2677
1362,13288
1363,12397
1364,15553
1365,9005
1366,12592
1367,13834
1368,17622
1369,11150
1370,6431
1371,8603
1372,14613
1373,18559
1374,14868
1375,8085
1376,6459
1377,6431
1378,11444
1379,16746
1380,16176
1381,7690
1382,11483
1383,6924
1384,21016
1385,9111
1386,15515
1387,7238
1388,15994
1389,11856
1390,6423
1391,6227
1392,15641
1393,11924
1394,7869
1395,2256
1396,9226
1397,15657
1398,11223
1399,13075
1400,14003
1401,19156
1402,5976
1403,10583
1404,19169
1405,9981
1406,4646
1407,19831
1408,15454
1409,8486
1410,21514
1411,11535
1412,17957
1413,1408
1414,1804
1415,21128
1416,5117
1417,10579
1418,13168
1419,20103
1420,9903
1421,6121
1422,14160
1423,22707
1424,15202
1425,13082
1426,10180
1427,3802
1428,2760
1429,21033
1430,4078
1431,10594
1432,12321
1433,17168
1434,7550
1435,10441
1436,6003
1437,49488
1438,11320
1439,14890
1440,18789
1441,14342
1442,13986
1443,8996
1444,17268
1445,16566
1446,36063
1447,17226
1448,7038
1449,16145
1450,15078
1451,9861
1452,14255
1453,8123
1454,9861
1455,24191
1456,6803
1457,14906
1458,9738
1459,22815
1460,12002
1461,14238
1462,6056
1463,6868
1464,14878
1465,3326
1466,6245
1467,13028
1468,27970
1469,7713
1470,5175
1471,10118
1472,7255
1473,9981
1474,6019
1475,9448
1476,9448
1477,11953
1478,9750
1479,10073
1480,18940
1481,3465
1482,10442
1483,15500
1484,8884
1485,18055
1486,10612
1487,7060
1488,11900
1489,9964
1490,13546
1491,27059
1492,24786
1493,17643
1494,7892
1495,17526
1496,13505
1497,17936
1498,6779
1499,27385
1500,4230
1501,7706
1502,9056
1503,6976
1504,9755
1505,9863
1506,12554
1507,20352
1508,15478
1509,8539
1510,8605
1511,14985
1512,8490
1513,32337
1514,18703
1515,7542
1516,14574
1517,11662
1518,14643
1519,15642
1520,23316
1521,15480
1522,8657
1523,4046
1524,12118
1525,19179
1526,14836
1527,8370
1528,15475
1529,15397
1530,22740
1531,10784
1532,8876
1533,21939
1534,26113
1535,11069
1536,10784
1537,25644
1538,11704
1539,7513
1540,12578
1541,22454
1542,15858
1543,22784
1544,20298
1545,17820
1546,19709
1547,15335
1548,3246
1549,21240
1550,14051
1551,6191
1552,15609
1553,5070
1554,28983
1555,17024
1556,21459
1557,13997
1558,4404
1559,16177
1560,15539
1561,17973
1562,13705
1563,17728
1564,23078
1565,22900
1566,30618
1567,5182
1568,26440
1569,10649
1570,21825
1571,18198
1572,9957
1573,11532
1574,15401
1575,24369
1576,15733
1577,18457
1578,16401
1579,6134
1580,9185
1581,7828
1582,10732
1583,6934
1584,2542
1585,4533
1586,22520
1587,9688
1588,24034
1589,17376
1590,15168
1591,6999
1592,18776
1593,7985
1594,10334
1595,8495
1596,13253
1597,12144
1598,11059
1599,25738
1600,21683
1601,15718
1602,3635
1603,10274
1604,1765
1605,16999
1606,10358
1607,16999
1608,7934
1609,24042
1610,6185
1611,14069
1612,13992
1613,6115
1614,8032
1615,13724
1616,15121
1617,8922
1618,6142
1619,5475
1620,50792
1621,9986
1622,7303
1623,13425
1624,10144
1625,14401
1626,13509
1627,18224
1628,10986
1629,13659
1630,10256
1631,17067
1632,3987
1633,11223
1634,14399
1635,4254
1636,14894
1637,18324
1638,19767
1639,9287
1640,24069
1641,17634
1642,17986
1643,15186
1644,12168
1645,21220
1646,22514
1647,14341
1648,26101
1649,13086
1650,18265
1651,7640
1652,21385
1653,26662
1654,14816
1655,12748
1656,28190
1657,18309
1658,15092
1659,5330
1660,8079
1661,13183
1662,26362
1663,20349
1664,13639
1665,14378
1666,18032
1667,18941
1668,26565
1669,8566
1670,24825
1671,25393
1672,12096
1673,5199
1674,13989
1675,19051
1676,13552
1677,20230
1678,24602
1679,7265
1680,11510
1681,4081
1682,6996
1683,15376
1684,15864
1685,3383
1686,13094
1687,16962
1688,12819
1689,16931
1690,22035
1691,6997
1692,15603
1693,6450
1694,19019
1695,15683
1696,14637
1697,24431
1698,9709
1699,21184
1700,12412
1701,10819
1702,23011
1703,11854
1704,18735
1705,10936
1706,18036
1707,9878
1708,13094
1709,8468
1710,10093
1711,24139
1712,22955
1713,6508
1714,6706
1715,7479
1716,10900
1717,5518
1718,18580
1719,18590
1720,11648
1721,18026
1722,19550
1723,21230
1724,20043
1725,16096
1726,18009
1727,16393
1728,9266
1729,23929
1730,4930
1731,22391
1732,14285
1733,6631
1734,17449
1735,12815
1736,10553
1737,7829
1738,9459
1739,8147
1740,8477
1741,12026
1742,6037
1743,20463
1744,14298
1745,15518
1746,5719
1747,8819
1748,15652
1749,10132
1750,11009
1751,15200
1752,12957
1753,18825
1754,13848
1755,7123
1756,18460
1757,33396
1758,5062
1759,11456
1760,26284
1761,11415
1762,22672
1763,11554
1764,7117
1765,3416
1766,23536
1767,5609
1768,11707
1769,9650
1770,13791
1771,19007
1772,2409
1773,9266
1774,13327
1775,6717
1776,21863
1777,25176
1778,8954
1779,10638
1780,19215
1781,22348
1782,5273
1783,7896
1784,12564
1785,20527
1786,17884
1787,8514
1788,34638
1789,11466
1790,2644
1791,13338
1792,14843
1793,29887
1794,19427
1795,26725
1796,16945
1797,10557
1798,10255
1799,14242
1800,12221
1801,4610
1802,23549
1803,15697
1804,23549
1805,8070
1806,19980
1807,4353
1808,13522
1809,14927
1810,4581
1811,7257
1812,7950
1813,7198
1814,11277
1815,12608
1816,19460
1817,12960
1818,29533
1819,4838
1820,14770
1821,6543
1822,1746
1823,11311
1824,15746
1825,32198
1826,4709
1827,18276
1828,12526
1829,13417
1830,31148
1831,20097
1832,20727
1833,17487
1834,2717
1835,14084
1836,5037
1837,25481
1838,23465
1839,18509
1840,12463
1841,4171
1842,14679
1843,13890
1844,16575
1845,11160
1846,15025
1847,6253
1848,17561
1849,17371
1850,23244
1851,21540
1852,19327
1853,6970
1854,7957
1855,24618
1856,14053
1857,13338
1858,6439
1859,6384
1860,11648
1861,13647
1862,21852
1863,4133
1864,22128
1865,6682
1866,18441
1867,10360
1868,16605
1869,11641
1870,9337
1871,18353
1872,8830
1873,6955
1874,8590
1875,12009
1876,16689
1877,25581
1878,22116
1879,12705
1880,15033
1881,10469
1882,7928
1883,6492
1884,11385
1885,12036
1886,9286
1887,5245
1888,7915
1889,3447
1890,6019
1891,23880
1892,18723
1893,9893
1894,23979
1895,28364
1896,17589
1897,8299
1898,19730
1899,2439
1900,8349
1901,16102
1902,9547
1903,13769
1904,10294
1905,16548
1906,10294
1907,30342
1908,3335
1909,4235
1910,17988
1911,24009
1912,13082
1913,18022
1914,13206
1915,10702
1916,14775
1917,14381
1918,27533
1919,9797
1920,15034
1921,17050
1922,12593
1923,18162
1924,13491
1925,5656
1926,5898
1927,3060
1928,22049
1929,17666
1930,10143
1931,18727
1932,17851
1933,22471
1934,10095
1935,7546
1936,12822
1937,11308
1938,26883
1939,14162
1940,10084
1941,17323
1942,8802
1943,9694
1944,4834
1945,8949
1946,15307
1947,6618
1948,13357
1949,15176
1950,5917
1951,7519
1952,7218
1953,11121
1954,13318
1955,12574
1956,16865
1957,14569
1958,20438
1959,29323
1960,7075
1961,9156
1962,7799
1963,27434
1964,22361
1965,7299
1966,5624
1967,11368
1968,19363
1969,13342
1970,7669
1971,10729
1972,14898
1973,12882
1974,20536
1975,10285
1976,4513
1977,14450
1978,14767
1979,7557
1980,10267
1981,10479
1982,9777
1983,15033
1984,16037
1985,11005
1986,12557
1987,8836
1988,17148
1989,6169
1990,5323
1991,9774
1992,2623
1993,13422
1994,11840
1995,18359
1996,12879
1997,24687
1998,8551
1999,11723
2000,7329
2001,44380
2002,23741
2003,22756
2004,20345
2005,14924
2006,21754
2007,26190
2008,19736
2009,13082
2010,13636
2011,6569
2012,7419
2013,7287
2014,14706
2015,7100
2016,22884
2017,18025
2018,10546
2019,16400
2020,14253
2021,20634
2022,14926
2023,28134
2024,6233
2025,6805
2026,7074
2027,11547
2028,3710
2029,21444
2030,11340
2031,12536
2032,17056
2033,10106
2034,26566
2035,11563
2036,9707
2037,10654
2038,13350
2039,10040
2040,20737
2041,16981
2042,22782
2043,20873
2044,16648
2045,21179
2046,17149
2047,14945
2048,16648
2049,28976
2050,12643
2051,13400
2052,21735
2053,19139
2054,7674
2055,10422
2056,19595
2057,16919
2058,22357
2059,30278
2060,20091
2061,8067
2062,14201
2063,1832
2064,14201
2065,19757
2066,5813
2067,14065
2068,16476
2069,9232
2070,15147
2071,7129
2072,15138
2073,9738
2074,12529
2075,4247
2076,15481
2077,7883
2078,6130
2079,9676
2080,9919
2081,14564
2082,5139
2083,13596
2084,11145
2085,17957
2086,4859
2087,11299
2088,6158
2089,6984
2090,14185
2091,8996
2092,14716
2093,17371
2094,11181
2095,10432
2096,13175
2097,20033
2098,12918
2099,19766
2100,14977
2101,35730
2102,9493
2103,10580
2104,24679
2105,35078
2106,15721
2107,19278
2108,9818
2109,26207
2110,6691
2111,15700
2112,23720
2113,15763
2114,11972
2115,24224
2116,12932
2117,9139
2118,11890
2119,9431
2120,18138
2121,11779
2122,10509
2123,6103
2124,13894
2125,13558
2126,18589
2127,7473
2128,14663
2129,15435
2130,15192
2131,9851
2132,16111
2133,13086
2134,11162
2135,11834
2136,22977
2137,6048
2138,18606
2139,13086
2140,28776
2141,3979
2142,4454
2143,17852
2144,16083
2145,16497
2146,12913
2147,20478
2148,17420
2149,33327
2150,7925
2151,13210
2152,20614
2153,1830
2154,42216
2155,13470
2156,7344
2157,13905
2158,19369
2159,12986
2160,8649
2161,17976
2162,9751
2163,14089
2164,5485
2165,17571
2166,8015
2167,9135
2168,8198
2169,14276
2170,21330
2171,6331
2172,13553
2173,29662
2174,28511
2175,38418
2176,13002
2177,9996
2178,3377
2179,11279
2180,15299
2181,17207
2182,12815
2183,29568
2184,28514
2185,16082
2186,21298
2187,8356
2188,24151
2189,11391
2190,14971
2191,17089
2192,23907
2193,3332
2194,3656
2195,9381
2196,9933
2197,22550
2198,13293
2199,12141
2200,8243
2201,20236
2202,14842
2203,9100
2204,17994
2205,11264
2206,1588
2207,9016
2208,17751
2209,25458
2210,17885
2211,4921
2212,15622
2213,14648
2214,10439
2215,6749
2216,2785
2217,6935
2218,24676
2219,11891
2220,18592
2221,16631
2222,8535
2223,12954
2224,9495
2225,15332
2226,4757
2227,17449
2228,14407
2229,28349
2230,5440
2231,16429
2232,13828
2233,4352
2234,9050
2235,4274
2236,12242
2237,5901
2238,8267
2239,2711
2240,25505
2241,13186
2242,6962
2243,10888
2244,31335
2245,16158
2246,24934
2247,28278
2248,18181
2249,33794
2250,21269
2251,5729
2252,13971
2253,20742
2254,8627
2255,9490
2256,9479
2257,6591
2258,6739
2259,7166
2260,10962
2261,12473
2262,8605
2263,23383
2264,8542
2265,5260
2266,25943
2267,10158
2268,8881
2269,7683
2270,48756
2271,9802
2272,12513
2273,20087
2274,4112
2275,13437
2276,6850
2277,7189
2278,16127
2279,5830
2280,18378
2281,7218
2282,12651
2283,18526
2284,2629
2285,17353
2286,9468
2287,9671
2288,9991
2289,6438
2290,12176
2291,17116
2292,15143
2293,10128
2294,20422
2295,6216
2296,40472
2297,14731
2298,26251
2299,5715
2300,12616
2301,7175
2302,11595
2303,12860
2304,18304
2305,11434
2306,14307
2307,15095
2308,6978
2309,10718
2310,18722
2311,5827
2312,22866
2313,16930
2314,23933
2315,11379
2316,7888
2317,14914
2318,16774
2319,17658
2320,28599
2321,20456
2322,17802
2323,20443
2324,4151
2325,37162
2326,37149
2327,18915
2328,19435
2329,8774
2330,8306
2331,12796
2332,32814
2333,17302
2334,8040
2335,7943
2336,25915
2337,15060
2338,18512
2339,10798
2340,32074
2341,21000
2342,15127
2343,8028
2344,6803
2345,16496
2346,12540
2347,16129
2348,11488
2349,6055
2350,10237
2351,13505
2352,10816
2353,5497
2354,10555
2355,8354
2356,23155
2357,21858
2358,9868
2359,14176
2360,27032
2361,17879
2362,2267
2363,19007
2364,10370
2365,17817
2366,7292
2367,19414
2368,19558
2369,11435
2370,14762
2371,3615
2372,9913
2373,6779
2374,8514
2375,7150
2376,7363
2377,5967
2378,12483
2379,20777
2380,15828
2381,8455
2382,12778
2383,16258
2384,18665
2385,19469
2386,11358
2387,15104
2388,8061
2389,14870
2390,10427
2391,23409
2392,2794
2393,12280
2394,19889
2395,9492
2396,12638
2397,5347
2398,5627
2399,5354
2400,31110
2401,35750
2402,21991
2403,27548
2404,19982
2405,17804
2406,15441
2407,13790
2408,23220
2409,28069
2410,6855
2411,13955
2412,23224
2413,17126
2414,9817
2415,16856
2416,19347
2417,14334
2418,16172
2419,5087
2420,2833
2421,5089
2422,13033
2423,16112
2424,9572
2425,4804
2426,4201
2427,7841
2428,9393
2429,25183
2430,10151
2431,21787
2432,6243
2433,16610
2434,20270
2435,15333
2436,19833
2437,20735
2438,19278
2439,17454
2440,3048
2441,8254
2442,7440
2443,11670
2444,5892
2445,29445
2446,14206
2447,4291
2448,17914
2449,3186
2450,21564
2451,31666
2452,19158
2453,14211
2454,12518
2455,7722
2456,11226
2457,15701
2458,10515
2459,16911
2460,10572
2461,22012
2462,10665
2463,8713
2464,14149
2465,2713
2466,11168
2467,20631
2468,21359
2469,9208
2470,11024
2471,8575
2472,29261
2473,17186
2474,20161
2475,16228
2476,29909
2477,9480
2478,20792
2479,23752
2480,13801
2481,15741
2482,43082
2483,15470
2484,20963
2485,10737
2486,15579
2487,12708
2488,19960
2489,20365
2490,20681
2491,6530
2492,11001
2493,5997
2494,14963
2495,20271
2496,12606
2497,15478
2498,13812
