iter	RMSE
856	112.0432862
857	111.9697432
858	111.9126414
859	111.8285065
860	111.7688395
861	111.7172596
862	111.6799201
863	111.6491394
864	111.5680558
865	111.5023258
866	111.4248101
867	111.3387565
868	111.2983464
869	111.2164434
870	111.1553593
871	111.1035373
872	111.0404235
873	110.9097583
874	110.8804086
875	110.8427065
876	110.790215
877	110.7554678
878	110.6712082
879	110.5928695
880	110.5665135
881	110.5001729
882	110.4348181
883	110.341477
884	110.2979839
885	110.2593623
886	110.1935975
887	110.1178805
888	110.0558263
889	109.986213
890	109.9444962
891	109.9169884
892	109.8531548
893	109.756616
894	109.7191966
895	109.6895861
896	109.6051622
897	109.5551734
898	109.4555037
899	109.4059003
900	109.3750848
901	109.3066422
902	109.2497386
903	109.163423
904	109.1316096
905	109.0727265
906	109.016267
907	108.9581096
908	108.8801784
909	108.828768
910	108.7046116
911	108.6551973
912	108.5994962
913	108.5229886
914	108.4715466
915	108.4220154
916	108.2976743
917	108.2320593
918	108.1640671
919	108.1070535
920	108.0746009
921	108.0138931
922	107.9262313
923	107.8305623
924	107.7655279
925	107.6937758
926	107.5747064
927	107.4921744
928	107.4240097
929	107.3450083
930	107.2414107
931	107.1921637
932	107.1343384
933	107.102078
934	107.0428039
935	106.9659248
936	106.9238564
937	106.8827782
938	106.823221
939	106.738191
940	106.6901477
941	106.6432003
942	106.6019311
943	106.5721569
944	106.506585
945	106.416715
946	106.3280879
947	106.2383666
948	106.1718995
949	106.1144622
950	106.0392462
951	105.997888
952	105.9199153
953	105.8348317
954	105.7860976
955	105.7358524
956	105.7003702
957	105.6106129
958	105.546322
959	105.5027854
960	105.4744045
961	105.41085
962	105.3784314
963	105.3072017
964	105.2256147
965	105.1365045
966	105.0539886
967	105.0092177
968	104.9477417
969	104.8595887
970	104.7495211
971	104.7033099
972	104.6361324
973	104.5863644
974	104.5408943
975	104.4558357
976	104.413294
977	104.3362498
978	104.272579
979	104.20225
980	104.1267947
981	104.0774706
982	104.0256402
983	103.9743577
984	103.8895297
985	103.8212521
986	103.7608844
987	103.6900212
988	103.6302216
989	103.5980352
990	103.5589535
991	103.4914567
992	103.4436757
993	103.3894932
994	103.3069157
995	103.2582702
996	103.2049265
997	103.1707662
998	103.1203794
999	103.0531912
